"Name","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.agg_knowledge_bank_filepath","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","Group A/acc@1","Group A/acc@5","Group A/acc@N","Group B/acc@1","Group B/acc@5","Group B/acc@N","time/propose_rank_minutes","time/propose_rank_seconds"
"PairedImageSets","finished","-","","","2026-03-26T18:44:28.000Z","97","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/19_medium.yaml","People playing electric guitars","People playing acoustic guitars","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.4399725516637167","86.398353099823"
"PairedImageSets","finished","-","","","2026-03-26T18:42:51.000Z","91","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/18_medium.yaml","Ceramic mugs on a shelf","Glass mugs on a shelf","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","0.5","0.5","0.5","0.5","0.5","0.5","1.3587085882822671","81.52251529693604"
"PairedImageSets","finished","-","","","2026-03-26T18:41:15.000Z","89","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/17_medium.yaml","Mountain bikes on a trail","Road bikes on a road","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","0","1","1","1.3227922836939494","79.36753702163696"
"PairedImageSets","finished","-","","","2026-03-26T18:39:35.000Z","92","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/16_medium.yaml","Steel bridges over a river","Wooden bridges over a river","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","0.5","1","1","0.5","1","1","1.372116494178772","82.32698965072632"
"PairedImageSets","finished","-","","","2026-03-26T18:38:06.000Z","81","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/15_medium.yaml","Freshwater fish in an aquarium","Saltwater fish in an aquarium","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","0.5","0.5","0.5","0.5","0.5","0.5","1.1925838192303977","71.55502915382385"
"PairedImageSets","finished","-","","","2026-03-26T18:36:29.000Z","89","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/14_medium.yaml","Leather shoes on display","Canvas shoes on display","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","0.5","0.5","0.5","0.5","0.5","0.5","1.3535238663355509","81.21143198013306"
"PairedImageSets","finished","-","","","2026-03-26T18:34:56.000Z","86","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/13_medium.yaml","Green apples in a basket","Red apples in a basket","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","0.5","1","1","1","1","1","1.321999430656433","79.31996583938599"
"PairedImageSets","finished","-","","","2026-03-26T18:32:43.000Z","126","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/12_medium.yaml","Golden retriever dogs playing","Labrador dogs playing","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","0.5","0.5","0.5","1.4136257449785867","84.81754469871521"
"PairedImageSets","finished","-","","","2026-03-26T18:31:11.000Z","85","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/11_medium.yaml","Wooden chairs in a room","Plastic chairs in a room","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","0.5","0.5","0.5","1.244744896888733","74.68469381332397"
"PairedImageSets","finished","-","","","2026-03-26T18:29:29.000Z","95","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/10_medium.yaml","SUVs on a road","Sedans on a road","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","0","0.5","0.5","0.5","0.5","0.5","1.4506621797879538","87.03973078727722"
"PairedImageSets","finished","-","","","2026-03-26T18:27:46.000Z","95","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/9_easy.yaml","People skiing on a slope","People snowboarding on a slope","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.3679852843284608","82.07911705970764"
"PairedImageSets","finished","-","","","2026-03-26T18:26:14.000Z","85","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/8_easy.yaml","Tulips in a garden","Roses in a garden","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.278115459283193","76.68692755699158"
"PairedImageSets","finished","-","","","2026-03-26T18:24:42.000Z","84","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/7_easy.yaml","Boats in a marina","Cars in a parking lot","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.293074119091034","77.58444714546204"
"PairedImageSets","finished","-","","","2026-03-26T18:23:11.000Z","84","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/6_easy.yaml","Birds flying in the sky","Airplanes flying in the sky","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.2432005405426023","74.59203243255615"
"PairedImageSets","finished","-","","","2026-03-26T18:21:28.000Z","95","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/5_easy.yaml","Elephants in the savannah","Giraffes in the savannah","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.418449076016744","85.10694456100464"
"PairedImageSets","finished","-","","","2026-03-26T18:19:49.000Z","91","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/4_easy.yaml","People shopping in a mall","People dining in a restaurant","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.3241240501403808","79.44744300842285"
"PairedImageSets","finished","-","","","2026-03-26T18:18:21.000Z","81","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/3_easy.yaml","Butterflies on flowers","Bees on flowers","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.2147226929664612","72.88336157798767"
"PairedImageSets","finished","-","","","2026-03-26T18:16:39.000Z","95","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/2_easy.yaml","Snow-covered mountains","Desert sand dunes","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.3912558237711588","83.47534942626953"
"PairedImageSets","finished","-","","","2026-03-26T18:14:58.000Z","94","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/1_easy.yaml","Children playing soccer","Children swimming in a pool","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","1","1","1","1.3349738796552022","80.09843277931213"
"PairedImageSets","finished","-","","","2026-03-26T18:13:19.000Z","90","","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/0_easy.yaml","Dogs playing in a park","Cats playing in a park","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","1","1","1","0.5","1","1","1.2916048367818196","77.49629020690918"
