"Name","Group A/acc@5","Group A/acc@1","Group A/acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","analysis","captioner.agg_knowledge_bank_filepath","captioner.analysis","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.analysis","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","time/generate_captions_minutes","time/generate_captions_seconds","time/load_config_and_data_minutes","time/load_config_and_data_seconds","time/propose_rank_elapsed_time_extract_clip_img_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_img_embeds_seconds","time/propose_rank_elapsed_time_extract_clip_txt_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_txt_embeds_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_seconds","time/propose_rank_elapsed_time_inverse_cca_cls0_minutes","time/propose_rank_elapsed_time_inverse_cca_cls0_seconds","time/propose_rank_elapsed_time_inverse_cca_cls1_minutes","time/propose_rank_elapsed_time_inverse_cca_cls1_seconds","time/propose_rank_elapsed_time_standardization_minutes","time/propose_rank_elapsed_time_standardization_seconds","time/total_propose_rank_minutes","time/total_propose_rank_seconds","time/total_runtime_minutes","time/total_runtime_seconds"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2026-03-30T18:06:47.000Z","52","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/139_hard.yaml","Women wearing matte lipstick","Women wearing glossy lipstick","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5602080861727396","33.61248517036438","0.022066875298817953","1.3240125179290771","0.24229536453882852","14.537721872329712","0.007607102394104004","0.45642614364624023","0.00003535350163777669","0.0021212100982666016","2.7815500895182292e-8","0.0000016689300537109375","0.00003539323806762695","0.002123594284057617","0.006558183828989665","0.3934910297393799","4.3710072835286455e-8","0.0000026226043701171875","0.00004633267720540365","0.0027799606323242188","0.2584441701571147","15.50665020942688","0.8407191634178162","50.44314980506897"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2026-03-30T18:05:42.000Z","58","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/138_hard.yaml","Birds with iridescent plumage","Birds with matte plumage","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5143008947372436","30.85805368423462","0.061514015992482504","3.69084095954895","0.2341612140337626","14.049672842025757","0.006783278783162435","0.4069967269897461","0.00004705985387166341","0.0028235912322998047","3.5762786865234374e-8","0.0000021457672119140625","0.0000471035639444987","0.002826213836669922","0.007650641600290934","0.45903849601745605","3.5762786865234374e-8","0.0000021457672119140625","0.0000479737917582194","0.002878427505493164","0.24925151268641155","14.955090761184692","0.8250664750734965","49.50398850440979"
"PairedImageSets","1","0.5","1","finished","-","","","2026-03-30T18:04:35.000Z","57","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/137_hard.yaml","Lace wedding dresses","Satin wedding dresses","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.6349710901578267","38.0982654094696","0.016684265931447347","1.0010559558868408","0.2388521472613017","14.3311288356781","0.00832064946492513","0.4992389678955078","0.0000286102294921875","0.00171661376953125","3.178914388020833e-8","0.0000019073486328125","0.00002864996592203776","0.0017189979553222656","0.007771205902099609","0.46627235412597656","5.1657358805338543e-8","0.0000030994415283203125","0.000046523412068684894","0.0027914047241210938","0.2562803626060486","15.376821756362917","0.9079357663790384","54.47614598274231"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2026-03-30T18:03:24.000Z","64","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/136_hard.yaml","Bonsai trees shaped in cascade style","Bonsai trees shaped in informal upright style","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.7333771427472432","44.002628564834595","0.11885210275650024","7.131126165390015","0.23923167785008748","14.353900671005247","0.0029507875442504883","0.1770472526550293","0.000024191538492838546","0.0014514923095703125","3.178914388020833e-8","0.0000019073486328125","0.00002424319585164388","0.0014545917510986328","0.007210044066111246","0.4326026439666748","4.3710072835286455e-8","0.0000026226043701171875","0.00005042155583699544","0.0030252933502197266","0.2500580628712972","15.003483772277832","1.1022873441378276","66.13724064826965"
"PairedImageSets","1","1","1","finished","-","","","2026-03-30T18:02:09.000Z","63","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/135_hard.yaml","Historical films set in Medieval Europe","Historical films set in Ancient Rome","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.6218099514643352","37.30859708786011","0.018248530228932695","1.094911813735962","0.24076619545618697","14.445971727371216","0.008045335610707601","0.48272013664245605","0.0004168073336283366","0.025008440017700195","2.7815500895182292e-8","0.0000016689300537109375","0.0004168430964152018","0.02501058578491211","0.006510547796885173","0.3906328678131103","2.384185791015625e-8","0.000001430511474609375","0.0000429987907409668","0.002579927444458008","0.2571627378463745","15.42976427078247","0.8972212553024292","53.83327531814575"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2026-03-30T18:01:06.000Z","55","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/134_hard.yaml","Classic rock bands performing","Alternative rock bands performing","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.6049412488937378","36.29647493362427","0.06566185156504313","3.939711093902588","0.23801539738972985","14.280923843383787","0.007688677310943604","0.4613206386566162","0.00003399848937988281","0.0020399093627929688","3.9736429850260414e-8","0.000002384185791015625","0.00003404617309570313","0.0020427703857421875","0.007679482301076253","0.4607689380645752","3.5762786865234374e-8","0.0000021457672119140625","0.00004816850026448568","0.0028901100158691406","0.25400960048039756","15.240576028823853","0.9246127247810364","55.47676348686218"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2026-03-30T18:00:03.000Z","52","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/133_hard.yaml","Dishes from Northern Italian cuisine","Dishes from Southern Italian cuisine","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5500940680503845","33.00564408302307","0.02934412161509196","1.7606472969055176","0.2413845380147298","14.483072280883787","0.00796972910563151","0.4781837463378906","0.0000313560167948405","0.0018813610076904297","4.76837158203125e-8","0.00000286102294921875","0.00003141164779663086","0.0018846988677978516","0.008463724454243978","0.5078234672546387","7.152557373046876e-8","0.000004291534423828125","0.000050457318623860675","0.0030274391174316406","0.2589284141858419","15.535704851150513","0.8383666515350342","50.30199909210205"
"PairedImageSets","1","1","1","finished","-","","","2026-03-30T17:58:55.000Z","60","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/132_hard.yaml","Female ballet dancers in pointe shoes","Female ballet dancers in ballet slippers","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.6285282413164774","37.71169447898865","0.04458229939142863","2.6749379634857178","0.2424200455347697","14.545202732086182","0.0081145445505778","0.486872673034668","0.000032512346903483075","0.0019507408142089844","3.5762786865234374e-8","0.0000021457672119140625","0.00003255605697631836","0.0019533634185791016","0.006953275203704834","0.4171965122222901","4.3710072835286455e-8","0.0000026226043701171875","0.000042100747426350914","0.0025260448455810547","0.2587050278981527","15.52230167388916","0.9318156083424886","55.90893650054931"
"PairedImageSets","1","1","1","finished","-","","","2026-03-30T17:57:49.000Z","56","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/131_hard.yaml","People preparing macarons","People preparing meringues","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5611069520314534","33.66641712188721","0.028507407506306967","1.710444450378418","0.2370581865310669","14.223491191864014","0.008150851726531983","0.48905110359191895","0.00003730058670043945","0.002238035202026367","3.9736429850260414e-8","0.000002384185791015625","0.00003734429677327474","0.0022406578063964844","0.00806597868601481","0.4839587211608886","1.0331471761067709e-7","0.000006198883056640625","0.00004623730977376302","0.0027742385864257812","0.2553176720937093","15.31906032562256","0.8449320753415426","50.695924520492554"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2026-03-30T17:56:46.000Z","55","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/130_hard.yaml","Sculptures from the Renaissance era","Sculptures from the Hellenistic era","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.6077776432037354","36.46665859222412","0.03616193135579427","2.169715881347656","0.238152015209198","14.28912091255188","0.008103442192077637","0.4862065315246582","0.00005318323771158854","0.0031909942626953125","4.3710072835286455e-8","0.0000026226043701171875","0.00005324284235636393","0.003194570541381836","0.007557284832000732","0.45343708992004395","4.76837158203125e-8","0.00000286102294921875","0.000043733914693196615","0.002624034881591797","0.2544525663057963","15.267153978347778","0.8983921766281128","53.90353059768677"
"PairedImageSets","1","0.5","1","finished","-","","","2026-03-30T17:55:43.000Z","55","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/129_hard.yaml","Men in British army uniforms from WWI","Men in British army uniforms from WWII","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.6033554832140605","36.20132899284363","0.09862946271896364","5.917767763137817","0.23468994696935017","14.08139681816101","0.007761438687642415","0.4656863212585449","0.0000302275021870931","0.001813650131225586","3.9736429850260414e-8","0.000002384185791015625","0.00003027518590291341","0.001816511154174805","0.007669238249460856","0.46015429496765137","4.76837158203125e-8","0.00000286102294921875","0.00004616975784301758","0.0027701854705810547","0.2512788375218709","15.076730251312256","0.9532638271649678","57.19582962989807"
"PairedImageSets","1","1","1","finished","-","","","2026-03-30T17:54:39.000Z","52","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/128_hard.yaml","Orchestras playing Baroque music","Orchestras playing Classical music","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.5550530552864075","33.30318331718445","0.0980447014172872","5.8826820850372314","0.23426982164382937","14.05618929862976","0.006696649392445882","0.401798963546753","0.000021831194559733072","0.0013098716735839844","3.9736429850260414e-8","0.000002384185791015625","0.000021890799204508463","0.0013134479522705078","0.007148059209187826","0.42888355255126953","5.1657358805338543e-8","0.0000030994415283203125","0.00004717906316121419","0.0028307437896728516","0.24945266246795655","14.967159748077393","0.90255047082901","54.1530282497406"
"PairedImageSets","1","1","1","finished","-","","","2026-03-30T17:53:28.000Z","58","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/127_hard.yaml","Classic novels from the 19th century","Modern novels from the 21st century","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0","true","0.6443183501561482","38.6591010093689","0.04309515158335368","2.5857090950012207","0.23403717676798505","14.042230606079102","0.007187259197235107","0.4312355518341065","0.00044947067896525066","0.02696824073791504","2.7815500895182292e-8","0.0000016689300537109375","0.00044950644175211586","0.026970386505126953","0.007848385969797771","0.4709031581878662","7.54992167154948e-8","0.0000045299530029296875","0.00004616181055704753","0.0027697086334228516","0.25105701287587484","15.06342077255249","0.9384705583254496","56.30823349952698"
