Name,Runtime,analysis,config,data.group1,data.group2,Group A/acc@1,Group A/acc@5,Group A/acc@N,time/propose_rank_minutes,time/propose_rank_seconds
CCDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/68.yaml,snow(sky),snow(skier),0.0,0.5,0.5,0.8384828567504883,50.3089714050293
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/69.yaml,snow(car),snow(girl),0.0,0.0,0.0,0.8676917791366577,52.06150674819946
CCDiff-MetaShift,43,,configs/sweep_metashift_purity1.0_seed0/70.yaml,snow(man),snow(girl),0.5,1.0,1.0,0.7021072705586752,42.12643623352051
CCDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/71.yaml,pole(bird),pole(fire hydrant),0.5,1.0,1.0,0.8814664562543233,52.8879873752594
CCDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/72.yaml,pole(truck),pole(camera),1.0,1.0,1.0,0.8734693169593811,52.408159017562866
CCDiff-MetaShift,47,,configs/sweep_metashift_purity1.0_seed0/73.yaml,pole(bicycle),pole(truck),0.5,0.5,0.5,0.7730006138483684,46.3800368309021
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/74.yaml,pole(building),pole(horse),0.5,0.5,0.5,0.8416065533955892,50.49639320373535
CCDiff-MetaShift,12,,configs/sweep_metashift_purity1.0_seed0/75.yaml,pole(truck),pole(lady),0.0,0.0,0.0,0.1844821810722351,11.068930864334106
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/76.yaml,tree(bag),tree(traffic light),0.0,0.0,0.0,0.8940123359362284,53.640740156173706
CCDiff-MetaShift,56,,configs/sweep_metashift_purity1.0_seed0/77.yaml,tree(stop sign),tree(bus),1.0,1.0,1.0,0.9071298678716024,54.42779207229614
CCDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/78.yaml,tree(man),tree(person),0.0,0.0,0.0,0.8864963054656982,53.189778327941895
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/79.yaml,tree(window),tree(bench),0.0,0.0,0.0,0.8807123740514119,52.84274244308472
CCDiff-MetaShift,48,,configs/sweep_metashift_purity1.0_seed0/80.yaml,tree(fire hydrant),tree(bus),0.5,1.0,1.0,0.7824004451433818,46.944026708602905
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/81.yaml,dirt(home plate),dirt(horse),0.5,1.0,1.0,0.8721014181772868,52.32608509063721
CCDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/82.yaml,dirt(grass),dirt(giraffe),0.0,0.0,0.0,0.8945070068041484,53.6704204082489
CCDiff-MetaShift,48,,configs/sweep_metashift_purity1.0_seed0/83.yaml,dirt(animal),dirt(giraffe),0.0,0.5,0.5,0.7806726177533467,46.840357065200806
CCDiff-MetaShift,4,,configs/sweep_metashift_purity1.0_seed0/84.yaml,dirt(home plate),dirt(giraffe),0.5,0.5,0.5,0.055232290426890054,3.3139374256134033
CCDiff-MetaShift,47,,configs/sweep_metashift_purity1.0_seed0/85.yaml,dirt(tree),dirt(giraffe),0.0,0.0,0.0,0.7645797808965047,45.87478685379028
CCDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/86.yaml,men(shirt),men(people),0.5,0.5,0.5,0.8791221261024476,52.74732756614685
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/87.yaml,men(jacket),men(pants),0.0,0.0,0.0,0.8599807421366373,51.59884452819824
CCDiff-MetaShift,45,,configs/sweep_metashift_purity1.0_seed0/88.yaml,men(woman),men(shirt),0.0,0.0,0.0,0.7482900182406108,44.897401094436646
CCDiff-MetaShift,45,,configs/sweep_metashift_purity1.0_seed0/89.yaml,men(helmet),men(pants),0.5,1.0,1.0,0.7379737774531047,44.27842664718628
CCDiff-MetaShift,5,,configs/sweep_metashift_purity1.0_seed0/90.yaml,men(shirt),men(jacket),0.0,0.0,0.0,0.06213093598683675,3.727856159210205
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/91.yaml,bag(phone),bag(umbrella),0.5,0.5,0.5,0.8847223401069642,53.08334040641785
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/92.yaml,bag(ground),bag(seat),0.0,0.0,0.0,0.8607537110646566,51.645222663879395
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/93.yaml,bag(motorcycle),bag(laptop),1.0,1.0,1.0,0.8512910525004069,51.077463150024414
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/94.yaml,bag(desk),bag(clock),1.0,1.0,1.0,0.8830830772717794,52.98498463630676
CCDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/95.yaml,bag(wall),bag(bowl),0.0,0.0,0.0,0.8720372915267944,52.322237491607666
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/96.yaml,helmet(woman),helmet(snowboard),0.0,0.0,0.0,0.863896123568217,51.83376741409302
CCDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/97.yaml,helmet(people),helmet(ball),0.0,0.5,0.5,0.8707134207089742,52.24280524253845
CCDiff-MetaShift,45,,configs/sweep_metashift_purity1.0_seed0/98.yaml,helmet(bike),helmet(ball),0.5,0.5,0.5,0.7412615219751993,44.47569131851196
CCDiff-MetaShift,4,,configs/sweep_metashift_purity1.0_seed0/99.yaml,helmet(woman),helmet(ball),0.0,0.0,0.0,0.06314310630162558,3.788586378097534
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/100.yaml,helmet(men),helmet(bench),0.0,0.5,0.5,0.8539113839467366,51.2346830368042
CCDiff-MetaShift,49,,configs/sweep_metashift_purity1.0_seed0/101.yaml,grass(airplane),grass(zebras),0.5,1.0,1.0,0.8077868739763896,48.467212438583374
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/102.yaml,grass(elephant),grass(sign),1.0,1.0,1.0,0.8407728830973308,50.44637298583984
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/103.yaml,grass(bird),grass(woman),0.5,1.0,1.0,0.8892895102500915,53.35737061500549
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/104.yaml,grass(trees),grass(fence),0.0,0.0,0.0,0.8794403314590454,52.766419887542725
CCDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/105.yaml,grass(men),grass(people),0.5,1.0,1.0,0.8704293131828308,52.22575879096985
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/106.yaml,bike(tree),bike(wall),0.0,0.0,0.0,0.8793957670529683,52.7637460231781
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/107.yaml,bike(sign),bike(basket),0.5,0.5,0.5,0.8772453387578328,52.63472032546997
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/108.yaml,bike(mirror),bike(woman),1.0,1.0,1.0,0.8760537107785543,52.56322264671326
CCDiff-MetaShift,47,,configs/sweep_metashift_purity1.0_seed0/109.yaml,bike(ground),bike(basket),0.0,0.0,0.0,0.7573849717775981,45.44309830665589
CCDiff-MetaShift,64,,configs/sweep_metashift_purity1.0_seed0/110.yaml,bike(basket),bike(fence),0.0,1.0,1.0,1.0580818931261695,63.48491358757019
CCDiff-MetaShift,86,,configs/sweep_metashift_purity1.0_seed0/111.yaml,water(bowl),water(boat),0.0,0.0,0.0,1.40495662689209,84.29739761352539
CCDiff-MetaShift,58,,configs/sweep_metashift_purity1.0_seed0/112.yaml,water(wall),water(house),0.0,0.0,0.0,0.9619472185770672,57.71683311462402
CCDiff-MetaShift,60,,configs/sweep_metashift_purity1.0_seed0/113.yaml,water(tower),water(birds),0.0,0.5,0.5,0.9826975742975872,58.961854457855225
CCDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/114.yaml,water(birds),water(child),1.0,1.0,1.0,0.8032968759536743,48.19781255722046
CCDiff-MetaShift,56,,configs/sweep_metashift_purity1.0_seed0/115.yaml,water(person),water(paddle),0.5,0.5,0.5,0.922134761015574,55.32808566093445
CCDiff-MetaShift,57,,configs/sweep_metashift_purity1.0_seed0/116.yaml,man(bicycle),man(fruit),1.0,1.0,1.0,0.9504417260487874,57.026503562927246
CCDiff-MetaShift,59,,configs/sweep_metashift_purity1.0_seed0/117.yaml,man(keyboard),man(paddle),1.0,1.0,1.0,0.949549929300944,56.97299575805664
CCDiff-MetaShift,58,,configs/sweep_metashift_purity1.0_seed0/118.yaml,man(ground),man(umpire),0.0,0.5,0.5,0.944800360997518,56.688021659851074
CCDiff-MetaShift,15,,configs/sweep_metashift_purity1.0_seed0/119.yaml,man(keyboard),man(glove),1.0,1.0,1.0,0.23736899296442668,14.2421395778656
CCDiff-MetaShift,85,,configs/sweep_metashift_purity1.0_seed0/120.yaml,man(collar),man(clock),0.5,0.5,0.5,1.389190634091695,83.35143804550171
CCDiff-MetaShift,88,,configs/sweep_metashift_purity1.0_seed0/121.yaml,food(dish),food(lettuce),0.5,0.5,0.5,1.453875402609507,87.23252415657043
CCDiff-MetaShift,93,,configs/sweep_metashift_purity1.0_seed0/122.yaml,food(tray),food(box),1.0,1.0,1.0,1.5238806883494058,91.43284130096436
CCDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/123.yaml,food(bottle),food(table),0.0,0.0,0.0,1.9682897369066872,118.09738421440125
CCDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/124.yaml,food(pizza),food(cup),1.0,1.0,1.0,1.5264604330062863,91.5876259803772
CCDiff-MetaShift,93,,configs/sweep_metashift_purity1.0_seed0/125.yaml,food(fork),food(onion),0.5,0.5,0.5,1.5296014070510864,91.7760844230652
CCDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/126.yaml,cake(candle),cake(icing),0.5,1.0,1.0,1.2709505200386046,76.25703120231628
CCDiff-MetaShift,67,,configs/sweep_metashift_purity1.0_seed0/127.yaml,cake(man),cake(plate),0.5,1.0,1.0,1.0973090767860412,65.83854460716248
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/128.yaml,cake(glasses),cake(candle),0.0,0.0,0.0,0.8444752375284831,50.668514251708984
CCDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/129.yaml,cake(table),cake(fork),0.0,0.0,0.0,1.2858897686004638,77.15338611602783
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/130.yaml,cake(woman),cake(plate),0.5,0.5,0.5,0.8779080231984456,52.67448139190674
CCDiff-MetaShift,63,,configs/sweep_metashift_purity1.0_seed0/131.yaml,faucet(cabinets),faucet(stove),0.5,0.5,0.5,1.0214439551035563,61.28663730621338
CCDiff-MetaShift,19,,configs/sweep_metashift_purity1.0_seed0/132.yaml,faucet(cabinets),faucet(curtain),0.5,0.5,0.5,0.2932987372080485,17.59792423248291
CCDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/133.yaml,faucet(bowl),faucet(towel),0.5,0.5,0.5,1.251092501481374,75.06555008888245
CCDiff-MetaShift,71,,configs/sweep_metashift_purity1.0_seed0/134.yaml,faucet(cabinet),faucet(bottle),0.0,0.0,0.0,1.1736437559127808,70.41862535476685
CCDiff-MetaShift,5,,configs/sweep_metashift_purity1.0_seed0/135.yaml,faucet(bowl),faucet(bottle),0.0,0.0,0.0,0.06554406483968099,3.9326438903808594
CCDiff-MetaShift,57,,configs/sweep_metashift_purity1.0_seed0/136.yaml,window(car),window(cabinets),0.0,0.0,0.0,0.9364784042040508,56.18870425224304
CCDiff-MetaShift,59,,configs/sweep_metashift_purity1.0_seed0/137.yaml,window(woman),window(lamp),0.0,0.0,0.0,0.9553117791811624,57.31870675086975
CCDiff-MetaShift,14,,configs/sweep_metashift_purity1.0_seed0/138.yaml,window(car),window(bottle),0.0,0.0,0.0,0.23353746732076008,14.012248039245604
CCDiff-MetaShift,58,,configs/sweep_metashift_purity1.0_seed0/139.yaml,window(curtain),window(television),0.0,0.0,0.0,0.9360378980636596,56.16227388381958
CCDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/140.yaml,window(statue),window(blinds),0.0,0.0,0.0,0.880956761042277,52.85740566253662
CCDiff-MetaShift,56,,configs/sweep_metashift_purity1.0_seed0/141.yaml,sofa(wall),sofa(chair),0.0,0.0,0.0,0.9138776779174804,54.83266067504883
CCDiff-MetaShift,46,,configs/sweep_metashift_purity1.0_seed0/142.yaml,sofa(lamp),sofa(chair),0.5,0.5,0.5,0.7494730710983276,44.96838426589966
CCDiff-MetaShift,46,,configs/sweep_metashift_purity1.0_seed0/143.yaml,sofa(window),sofa(lamp),0.5,0.5,0.5,0.7545126716295878,45.27076029777527
CCDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/144.yaml,sofa(pillow),sofa(table),0.5,0.5,0.5,0.8764852960904439,52.58911776542664
CCDiff-MetaShift,4,,configs/sweep_metashift_purity1.0_seed0/145.yaml,sofa(lamp),sofa(table),0.0,0.5,0.5,0.06631779670715332,3.979067802429199
CCDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/146.yaml,counter(tray),counter(coffee maker),1.0,1.0,1.0,0.8331962347030639,49.99177408218384
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/147.yaml,counter(vase),counter(stove),0.0,0.5,0.5,0.8297352870305379,49.784117221832275
CCDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/148.yaml,counter(plate),counter(knife),0.0,0.5,0.5,0.8244517803192138,49.46710681915283
CCDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/149.yaml,counter(sink),counter(dishwasher),0.5,0.5,0.5,0.8144289493560791,48.865736961364746
CCDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/150.yaml,counter(drawer),counter(cabinets),0.0,0.0,0.0,0.8195584297180176,49.173505783081055
CCDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/151.yaml,cabinet(drawer),cabinet(dishwasher),0.0,0.0,0.0,0.8294745326042176,49.76847195625305
CCDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/152.yaml,cabinet(woman),cabinet(lamp),0.0,1.0,1.0,0.8464268485705058,50.78561091423035
CCDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/153.yaml,cabinet(bowl),cabinet(pot),0.0,0.0,0.0,0.8424606919288635,50.54764151573181
CCDiff-MetaShift,42,,configs/sweep_metashift_purity1.0_seed0/154.yaml,cabinet(mirror),cabinet(drawer),0.0,0.5,0.5,0.688086211681366,41.28517270088196
CCDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/155.yaml,cabinet(oven),cabinet(curtain),0.5,1.0,1.0,0.8157235026359558,48.94341015815735
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/156.yaml,wall(laptop),wall(house),0.5,0.5,0.5,0.8659419377644857,51.95651626586914
CCDiff-MetaShift,56,,configs/sweep_metashift_purity1.0_seed0/157.yaml,wall(speaker),wall(bike),0.0,0.0,0.0,0.8975444038709005,53.85266423225403
CCDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/158.yaml,wall(trees),wall(teddy bear),0.0,0.0,0.0,0.86310742298762,51.7864453792572
CCDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/159.yaml,wall(picture),wall(bird),0.0,0.0,0.0,0.8927643140157063,53.56585884094238
CCDiff-MetaShift,14,,configs/sweep_metashift_purity1.0_seed0/160.yaml,wall(laptop),wall(tree),0.5,1.0,1.0,0.21958002249399824,13.174801349639893
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/161.yaml,sky(trees),sky(sheep),0.0,0.0,0.0,0.8470137556393941,50.82082533836365
CCDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/162.yaml,sky(tower),sky(umbrella),0.5,1.0,1.0,0.8446240663528443,50.677443981170654
CCDiff-MetaShift,45,,configs/sweep_metashift_purity1.0_seed0/163.yaml,sky(pole),sky(umbrella),0.0,0.0,0.0,0.7132351160049438,42.79410696029663
