"Name","Group A/acc@1","Group B/acc@1","Group A/acc@5","Group B/acc@5","Group A/acc@N","Group B/acc@N","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","captioner.agg_knowledge_bank_filepath","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","State"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:59:06.000Z","212","","812tm1pa","Children on a slide - Children on a swing (1.0)","","2026-01-11T05:02:38.000Z","2026-01-11T05:02:38.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/39_easy.yaml","Children on a slide","Children on a swing","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:57:07.000Z","94","","pxeyru6v","Tea in a cup - Coffee in a cup (1.0)","","2026-01-11T04:58:41.000Z","2026-01-11T04:58:41.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/38_easy.yaml","Tea in a cup","Coffee in a cup","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","0.5","1","1","1","1","-","","","2026-01-11T04:55:06.000Z","111","","0rs6y5hp","Deer in a forest - Rabbits in a forest (1.0)","","2026-01-11T04:56:57.000Z","2026-01-11T04:56:57.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/37_easy.yaml","Deer in a forest","Rabbits in a forest","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","0.5","0.5","0.5","1","0.5","1","-","","","2026-01-11T04:54:08.000Z","48","","wb5exvpg","Pillows on a bed - Blankets on a bed (1.0)","","2026-01-11T04:54:56.000Z","2026-01-11T04:54:56.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/36_easy.yaml","Pillows on a bed","Blankets on a bed","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","failed"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:52:50.000Z","65","","jf97xrx6","Football players on a field - Rugby players on a field (1.0)","","2026-01-11T04:53:55.000Z","2026-01-11T04:53:55.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/35_easy.yaml","Football players on a field","Rugby players on a field","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:51:37.000Z","50","","d63grgf1","Frogs by a pond - Ducks by a pond (1.0)","","2026-01-11T04:52:27.000Z","2026-01-11T04:52:27.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/34_easy.yaml","Frogs by a pond","Ducks by a pond","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","0.5","1","1","1","1","1","-","","","2026-01-11T04:50:41.000Z","48","","pws2k58u","Towers in a city - Houses in a suburb (1.0)","","2026-01-11T04:51:29.000Z","2026-01-11T04:51:29.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/33_easy.yaml","Towers in a city","Houses in a suburb","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","0.5","1","1","1","1","1","-","","","2026-01-11T04:47:55.000Z","156","","cn6y33m2","Rainbows in the sky - Lightning in the sky (1.0)","","2026-01-11T04:50:31.000Z","2026-01-11T04:50:31.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/32_easy.yaml","Rainbows in the sky","Lightning in the sky","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:45:55.000Z","109","","pu11dgwq","Dancers on a stage - Singers on a stage (1.0)","","2026-01-11T04:47:44.000Z","2026-01-11T04:47:44.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/31_easy.yaml","Dancers on a stage","Singers on a stage","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:44:25.000Z","64","","bkvc62ul","Ice cream in a cone - Juice in a glass (1.0)","","2026-01-11T04:45:29.000Z","2026-01-11T04:45:29.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/30_easy.yaml","Ice cream in a cone","Juice in a glass","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:42:58.000Z","77","","s9j0h4ue","Men playing basketball - Women playing volleyball (1.0)","","2026-01-11T04:44:15.000Z","2026-01-11T04:44:15.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/29_easy.yaml","Men playing basketball","Women playing volleyball","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","0.5","1","1","1","1","-","","","2026-01-11T04:41:57.000Z","50","","c14fythk","Pine trees in a forest - Oak trees in a forest (1.0)","","2026-01-11T04:42:47.000Z","2026-01-11T04:42:47.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/28_easy.yaml","Pine trees in a forest","Oak trees in a forest","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:40:23.000Z","69","","e6z8kvke","Dolls on a shelf - Teddy bears on a shelf (1.0)","","2026-01-11T04:41:32.000Z","2026-01-11T04:41:32.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/27_easy.yaml","Dolls on a shelf","Teddy bears on a shelf","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:38:23.000Z","95","","k4eguoee","Sunflowers in a field - Wheat in a field (1.0)","","2026-01-11T04:39:58.000Z","2026-01-11T04:39:58.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/26_easy.yaml","Sunflowers in a field","Wheat in a field","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","0.5","1","1","1","1","1","-","","","2026-01-11T04:36:48.000Z","66","","43cf63lt","Stars in the night sky - Clouds in the day sky (1.0)","","2026-01-11T04:37:54.000Z","2026-01-11T04:37:54.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/25_easy.yaml","Stars in the night sky","Clouds in the day sky","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:35:17.000Z","66","","rr8txujj","Pots on a stove - Plates on a table (1.0)","","2026-01-11T04:36:23.000Z","2026-01-11T04:36:23.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/24_easy.yaml","Pots on a stove","Plates on a table","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:34:06.000Z","48","","ooqd7lwr","Trains on tracks - Buses on roads (1.0)","","2026-01-11T04:34:54.000Z","2026-01-11T04:34:54.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/23_easy.yaml","Trains on tracks","Buses on roads","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:31:34.000Z","142","","5s0p33uc","Pianos in a room - Guitars in a room (1.0)","","2026-01-11T04:33:56.000Z","2026-01-11T04:33:56.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/22_easy.yaml","Pianos in a room","Guitars in a room","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
"PairedImageSets","1","1","1","1","1","1","-","","","2026-01-11T04:28:37.000Z","137","","mmkhuowj","Bricks on a wall - Tiles on a wall (1.0)","","2026-01-11T04:30:54.000Z","2026-01-11T04:30:54.000Z","260e504cb1f7","","f4180696296a7fdcac96ce5cf5d3c48eab85d631","https://github.com/neeleshbisht99/InvDiff/tree/f4180696296a7fdcac96ce5cf5d3c48eab85d631","8","NVIDIA GeForce RTX 3090","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/21_easy.yaml","Bricks on a wall","Tiles on a wall","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","ViT-bigG-14","linear","kcca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","PairedImageSets","0","true","finished"
