"Name","Group A/acc@1","Group A/acc@5","Group A/acc@N","Group B/acc@1","Group B/acc@5","Group B/acc@N","State","Notes","User","Tags","Created","Runtime","Sweep","captioner.agg_knowledge_bank_filepath","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","seed","wandb","time/propose_rank_minutes","time/propose_rank_seconds"
"MetaShift","0","0","0","0","0","0","finished","-","","","2026-01-28T20:59:02.000Z","135","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/89.yaml","tray(man)","tray(bottle)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.120748809973399","127.24492859840392"
"MetaShift","0","0","0","0.5","0.5","0.5","finished","-","","","2026-01-28T20:56:24.000Z","129","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/88.yaml","trash can(woman)","trash can(sink)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0165212114651996","120.991272687912"
"MetaShift","0.5","0.5","0.5","0","0.5","0.5","finished","-","","","2026-01-28T20:53:40.000Z","136","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/87.yaml","tower(person)","tower(fence)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.1513522903124493","129.08113741874695"
"MetaShift","0.5","0.5","0.5","0","0.5","0.5","finished","-","","","2026-01-28T20:50:57.000Z","134","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/86.yaml","tomato(sandwich)","tomato(bread)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0978535175323487","125.87121105194092"
"MetaShift","0","0.5","0.5","0","0.5","0.5","finished","-","","","2026-01-28T20:48:09.000Z","140","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/85.yaml","toilet paper(toilet)","toilet paper(wall)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.216645610332489","132.99873661994934"
"MetaShift","0","0","0","0","0","0","finished","-","","","2026-01-28T20:45:33.000Z","129","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/84.yaml","tent(people)","tent(person)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.02978800535202","121.78728032112122"
"MetaShift","0.5","1","1","0.5","1","1","finished","-","","","2026-01-28T20:42:47.000Z","137","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/83.yaml","television(couch)","television(bed)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.173435366153717","130.40612196922302"
"MetaShift","0","0","0","0","0","0","finished","-","","","2026-01-28T20:40:08.000Z","132","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/82.yaml","sun(sky)","sun(window)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0928287625312807","125.56972575187685"
"MetaShift","0.5","0.5","0.5","1","1","1","finished","-","","","2026-01-28T20:36:30.000Z","191","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/81.yaml","suitcase(woman)","suitcase(floor)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","3.0632940491040546","183.7976429462433"
"MetaShift","0","0","0","0","0","0","finished","-","","","2026-01-28T20:33:41.000Z","141","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/80.yaml","straw(cup)","straw(glass)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.2408852696418764","134.45311617851257"
"MetaShift","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2026-01-28T20:30:50.000Z","143","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/79.yaml","stop sign(sign)","stop sign(car)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.2516634424527484","135.09980654716492"
"MetaShift","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2026-01-28T20:27:49.000Z","153","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/78.yaml","statue(building)","statue(clock)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.4452735741933185","146.71641445159912"
"MetaShift","0.5","0.5","0.5","0","0.5","0.5","finished","-","","","2026-01-28T20:25:09.000Z","130","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/77.yaml","stairs(person)","stairs(people)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0604625662167866","123.6277539730072"
"MetaShift","0","0","0","0.5","0.5","0.5","finished","-","","","2026-01-28T20:22:30.000Z","132","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/76.yaml","spectators(man)","spectators(person)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0547096014022825","123.28257608413696"
"MetaShift","0.5","0.5","0.5","0","0","0","finished","-","","","2026-01-28T20:19:47.000Z","134","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/75.yaml","silverware(plate)","silverware(table)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.1271202683448793","127.62721610069276"
"MetaShift","1","1","1","0","0.5","0.5","finished","-","","","2026-01-28T20:16:59.000Z","136","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/74.yaml","sign(people)","sign(tree)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.1443926056226092","128.66355633735657"
"MetaShift","1","1","1","0.5","0.5","0.5","finished","-","","","2026-01-28T20:14:15.000Z","133","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/73.yaml","sidewalk(motorcycle)","sidewalk(traffic light)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0676480650901796","124.05888390541077"
"MetaShift","0.5","0.5","0.5","0","0","0","finished","-","","","2026-01-28T20:11:37.000Z","129","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/72.yaml","shelves(shelf)","shelves(wall)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.016676620642344","121.00059723854064"
"MetaShift","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2026-01-28T20:09:01.000Z","128","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/71.yaml","sand(person)","sand(girl)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0084043939908347","120.50426363945007"
"MetaShift","0","0","0","0","0.5","0.5","finished","-","","","2026-01-28T20:06:22.000Z","131","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/70.yaml","roof(house)","roof(building)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.057606812318166","123.45640873908997"
"MetaShift","0","0.5","0.5","0","0","0","finished","-","","","2026-01-28T20:03:41.000Z","132","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/69.yaml","rocks(zebra)","rocks(ground)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0929700811704","125.578204870224"
"MetaShift","0","0","0","0","0","0","finished","-","","","2026-01-28T20:01:00.000Z","130","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/68.yaml","rock(man)","rock(fence)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.053337522347768","123.20025134086607"
"MetaShift","0","1","1","0","0.5","0.5","finished","-","","","2026-01-28T19:58:24.000Z","127","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/67.yaml","road(train)","road(suv)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","1.989608613650004","119.37651681900024"
"MetaShift","1","1","1","0","0.5","0.5","finished","-","","","2026-01-28T19:55:50.000Z","125","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/66.yaml","river(boat)","river(man)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","1.936092746257782","116.16556477546692"
"MetaShift","0.5","1","1","0","0.5","0.5","finished","-","","","2026-01-28T19:53:06.000Z","134","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/65.yaml","remote control(man)","remote control(television)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.103489323457082","126.20935940742493"
"MetaShift","0.5","0.5","0.5","0","0","0","finished","-","","","2026-01-28T19:50:29.000Z","127","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/64.yaml","purse(umbrella)","purse(bag)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","1.976756417751312","118.60538506507874"
"MetaShift","0.5","0.5","0.5","0.5","0.5","0.5","finished","-","","","2026-01-28T19:47:55.000Z","125","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/63.yaml","pot(counter)","pot(man)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","1.960840876897176","117.65045261383057"
"MetaShift","0","0","0","0","0","0","finished","-","","","2026-01-28T19:45:18.000Z","128","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/62.yaml","plant(table)","plant(window)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0341046969095866","122.0462818145752"
"MetaShift","1","1","1","0","0.5","0.5","finished","-","","","2026-01-28T19:42:36.000Z","133","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/61.yaml","pizza(box)","pizza(cup)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0476350943247477","122.85810565948486"
"MetaShift","1","1","1","0","0.5","0.5","finished","-","","","2026-01-28T19:40:03.000Z","125","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/60.yaml","pan(stove)","pan(wall)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","1.9747692902882896","118.48615741729736"
"MetaShift","0","0.5","0.5","0","0.5","0.5","finished","-","","","2026-01-28T19:37:25.000Z","130","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/59.yaml","palm tree(sky)","palm tree(building)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0405193328857423","122.43115997314452"
"MetaShift","0","0","0","0","0","0","finished","-","","","2026-01-28T19:34:45.000Z","129","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/58.yaml","outlet(mirror)","outlet(wall)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.01248270670573","120.74896240234376"
"MetaShift","1","1","1","0","0","0","finished","-","","","2026-01-28T19:32:08.000Z","128","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/57.yaml","ocean(people)","ocean(sky)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","1.988417816162109","119.30506896972656"
"MetaShift","0","0.5","0.5","0","0","0","finished","-","","","2026-01-28T19:29:30.000Z","128","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/56.yaml","numbers(clock)","numbers(sign)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.0295565724372864","121.77339434623718"
"MetaShift","0","0","0","0.5","0.5","0.5","finished","-","","","2026-01-28T19:26:53.000Z","129","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/55.yaml","nightstand(pillow)","nightstand(lamp)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.016958705584208","121.01752233505248"
"MetaShift","0","0.5","0.5","0.5","0.5","0.5","finished","-","","","2026-01-28T19:24:13.000Z","132","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/54.yaml","napkin(man)","napkin(food)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.093308897813161","125.59853386878969"
"MetaShift","0.5","1","1","0","0","0","finished","-","","","2026-01-28T19:21:37.000Z","129","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/53.yaml","motorcycle(person)","motorcycle(fence)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.051835068066915","123.11010408401488"
"MetaShift","1","1","1","1","1","1","finished","-","","","2026-01-28T19:18:58.000Z","131","","data/knowledge_banks/blip/agg_metashift_captions.json","data/knowledge_banks/blip/metashift_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_metashift_purity1.0_seed0/52.yaml","monitor(table)","monitor(man)","MetaShift","1","./data/datasets/metashift","false","Evaluator","gpt-4","5","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_metashift_captions.json","InvDiff","MetaShift","0","true","2.049864403406779","122.99186420440674"
