"Name","State","Notes","User","Tags","Created","Runtime","Sweep","analysis","captioner.agg_knowledge_bank_filepath","captioner.analysis","captioner.knowledge_bank_filepath","captioner.method","captioner.model","captioner.num_rounds","captioner.num_samples","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","evaluator.method","evaluator.model","evaluator.n_hypotheses","inv_diff.analysis","inv_diff.clip_model","inv_diff.inverse_cca.ktype","inv_diff.inverse_cca.type","inv_diff.knowledge_bank_filepath","inv_diff.method","project","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","Group A/acc@1","Group A/acc@5","Group A/acc@N","time/generate_captions_minutes","time/generate_captions_seconds","time/load_config_and_data_minutes","time/load_config_and_data_seconds","time/propose_rank_elapsed_time_extract_clip_img_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_img_embeds_seconds","time/propose_rank_elapsed_time_extract_clip_txt_embeds_minutes","time/propose_rank_elapsed_time_extract_clip_txt_embeds_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls0_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_cls1_seconds","time/propose_rank_elapsed_time_extract_vocab_filtering_minutes","time/propose_rank_elapsed_time_extract_vocab_filtering_seconds","time/propose_rank_elapsed_time_inverse_cca_cls0_minutes","time/propose_rank_elapsed_time_inverse_cca_cls0_seconds","time/propose_rank_elapsed_time_inverse_cca_cls1_minutes","time/propose_rank_elapsed_time_inverse_cca_cls1_seconds","time/propose_rank_elapsed_time_standardization_minutes","time/propose_rank_elapsed_time_standardization_seconds","time/total_propose_rank_minutes","time/total_propose_rank_seconds","time/total_runtime_minutes","time/total_runtime_seconds","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"PairedImageSets","finished","-","","","2026-03-29T23:07:48.000Z","67","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/118_hard.yaml","Cupcakes topped with buttercream","Cupcakes topped with fondant","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","1","1","0.5655176798502605","33.931060791015625","0.01585770050684611","0.9514620304107666","0.23458321889241537","14.074993133544922","0.008399017651875814","0.5039410591125488","0.0000688950220743815","0.004133701324462891","4.3710072835286455e-8","0.0000026226043701171875","0.00006894667943318685","0.004136800765991211","0.007189253966013591","0.43135523796081543","5.960464477539064e-8","0.0000035762786865234375","0.00005981922149658203","0.003589153289794922","0.47666173775990806","28.59970426559448","1.0580371578534444","63.482229471206665","a group of cupcakes with whipped cream on top","0.8552","a cupcake with buttercream frosting on top","0.8348","a close up of chocolate cupcakes with frosting","0.7847","cupcakes with frosting on a wooden cutting board","0.7398999999999999","the cupcakes are topped with whipped cream and strawberries","0.6787000000000001"
"PairedImageSets","finished","-","","","2026-03-29T23:06:29.000Z","70","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/117_hard.yaml","Men wearing Rolex watches","Men wearing Omega watches","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.6437109708786011","38.622658252716064","0.013728129863739011","0.8236877918243408","0.23345549901326496","14.007329940795898","0.007732339700063069","0.4639403820037842","0.00004442532857259115","0.0026655197143554688","3.178914388020833e-8","0.0000019073486328125","0.00004447301228841146","0.0026683807373046875","0.007190712292989095","0.4314427375793457","5.5631001790364584e-8","0.000003337860107421875","0.000056525071461995445","0.0033915042877197266","0.4664461175600688","27.98676705360413","1.1238852659861247","67.43311595916748","a man is wearing a rolex watch with a rainbow dial","0.8259000000000001","a man is posing next to a rolex watch","0.7665","a man wearing a hat and a gold watch","0.7583","a man wearing a leather jacket and a watch","0.6913","a man wearing a leather jacket and a watch","0.6913"
"PairedImageSets","finished","-","","","2026-03-29T23:05:13.000Z","68","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/116_hard.yaml","Lush vineyards in spring","Lush vineyards in early autumn","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","1","1","0.589475135008494","35.368508100509644","0.015987873077392578","0.9592723846435548","0.2343217372894287","14.059304237365724","0.007940284411112468","0.4764170646667481","0.000048732757568359376","0.0029239654541015625","4.3710072835286455e-8","0.0000026226043701171875","0.00004879633585611979","0.0029277801513671875","0.007573382059733073","0.4544029235839844","6.357828776041668e-8","0.000003814697265625","0.000057578086853027344","0.0034546852111816406","0.4741437792778015","28.44862675666809","1.079606827100118","64.77640962600708","a vineyard with green vines and a blue sky","0.61695","a vineyard with green vines and hills in the background","0.6009500000000001","a row of vines in a vineyard","0.5588500000000001","a vineyard field with a tree in the background","0.5568500000000001","a vineyard field with trees and a blue sky","0.51715"
"PairedImageSets","finished","-","","","2026-03-29T23:03:58.000Z","67","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/115_hard.yaml","Fresh sushi with salmon topping","Fresh sushi with tuna topping","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.5595321933428447","33.57193160057068","0.015136675039927164","0.90820050239563","0.23188113768895463","13.91286826133728","0.007823089758555094","0.46938538551330566","0.00006374915440877278","0.003824949264526367","7.152557373046876e-8","0.000004291534423828125","0.00006383260091145834","0.0038299560546875","0.006948423385620117","0.41690540313720703","5.960464477539064e-8","0.0000035762786865234375","0.00004984140396118164","0.0029904842376708984","0.4736342827479045","28.418056964874268","1.0483031789461772","62.89819073677063","a plate of sushi with salmon on it","0.8311","salmon sushi on a wooden cutting board","0.8277000000000001","salmon sushi on a wooden cutting board","0.8277000000000001","a sushi roll with salmon, carrots, cucumbers and rice","0.7602000000000001","a plate of sushi with salmon, avocado and edamame","0.7602"
"PairedImageSets","finished","-","","","2026-03-29T23:02:43.000Z","67","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/114_hard.yaml","People practicing yoga in a mountainous setting","People meditating in a mountainous setting","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.5868042985598246","35.20825791358948","0.01572863260904948","0.9437179565429688","0.23034421602884927","13.820652961730955","0.007663750648498535","0.4598250389099121","0.00004942814509073893","0.002965688705444336","4.3710072835286455e-8","0.0000026226043701171875","0.00004947582880655925","0.0029685497283935547","0.0072960933049519856","0.43776559829711914","6.357828776041668e-8","0.000003814697265625","0.00005831321080525717","0.0034987926483154297","0.465053908030192","27.903234481811523","1.06758687098821","64.0552122592926","a woman doing a yoga pose on top of a mountain","0.73655","woman doing yoga on a mat in the snow with mountains in the background stock image of 'yoga on a mat in the snow with","0.7316499999999999","woman doing yoga on a mat in the snow with mountains in the background stock image of 'yoga on a mat in the snow with","0.7316499999999999","woman doing yoga on a mat in the snow with mountains in the background stock image of 'yoga on a mat in the snow with","0.7316499999999999","a young woman doing yoga on a mountain","0.72835"
"PairedImageSets","finished","-","","","2026-03-29T23:01:11.000Z","84","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/113_hard.yaml","Sunrise over Santorini, Greece","Sunset over Santorini, Greece","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","0.5","0.5","0.8456055323282877","50.736331939697266","0.01635851860046387","0.981511116027832","0.22906174262364704","13.743704557418823","0.0068289399147033695","0.40973639488220215","0.00004930893580118815","0.002958536148071289","5.5631001790364584e-8","0.000003337860107421875","0.00004937648773193359","0.0029625892639160156","0.007122528553009033","0.427351713180542","7.152557373046876e-8","0.000004291534423828125","0.000049730141957600914","0.0029838085174560547","0.4766557216644287","28.599343299865723","1.3386198163032532","80.31718897819519","a view of oia, santorini, greece from the top of a hill overlooking the","0.7368500000000001","oia, santorini, greece a view of oia, santorin","0.61975","the town of santorini on a cliff at sunset, greece, santorini, ","0.5616500000000001","oia, santorini, greece, greece, greece, gree","0.5520499999999999","santorini, greece, oia, greece, santorini, ","0.5515500000000001"
"PairedImageSets","finished","-","","","2026-03-29T22:59:48.000Z","75","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/112_hard.yaml","Bonsai trees in pots","Cacti in pots","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.6958930810292562","41.75358486175537","0.018341986338297527","1.1005191802978516","0.23276564280192055","13.965938568115234","0.007415326436360677","0.4449195861816406","0.00045471986134847006","0.027283191680908203","7.152557373046876e-8","0.000004291534423828125","0.00045479933420817056","0.02728796005249023","0.007217899958292643","0.4330739974975586","9.139378865559896e-8","0.0000054836273193359375","0.000050973892211914065","0.003058433532714844","0.4722362796465556","28.334176778793335","1.1864713867505392","71.18828320503235","bonsai bonsai bonsai bonsai bonsai bonsai bonsai bons","1","bonsai, bonsai tree, bonsai tree, bonsai tree, bonsai tree, bon","1","bonsai, bonsai tree, bonsai tree, bonsai tree, bonsai, bons","1","a bonsai tree in a pot in a garden","1","a bonsai tree in a pot on a stand","1"
"PairedImageSets","finished","-","","","2026-03-29T22:58:32.000Z","68","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/111_hard.yaml","Vinyl records in a store","CDs in a store","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","1","1","0.5733803709348043","34.40282225608826","0.017105698585510254","1.0263419151306152","0.2310594995816549","13.863569974899292","0.005577615896860759","0.3346569538116455","0.00004582405090332031","0.0027494430541992188","3.9736429850260414e-8","0.000002384185791015625","0.000045871734619140626","0.0027523040771484375","0.006878618399302165","0.4127171039581299","5.960464477539064e-8","0.0000035762786865234375","0.0000659942626953125","0.00395965576171875","0.4762690424919128","28.57614254951477","1.0667551596959433","64.00530958175659","there is a lot of records in this room","0.7728","a room with a lot of records on shelves","0.7585000000000001","a record store with a turntable on a checkered floor","0.7548","people standing in a record store with a lot of records on the wall","0.7107","a record store with shelves full of records","0.7068"
"PairedImageSets","finished","-","","","2026-03-29T22:57:16.000Z","67","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/110_hard.yaml","Men wearing round glasses","Men wearing square glasses","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","0.5","0.5","0.5887107928593953","35.32264757156372","0.015566547711690268","0.933992862701416","0.23209762573242188","13.925857543945312","0.006430999437967936","0.38585996627807617","0.000043793519337972006","0.0026276111602783203","3.5762786865234374e-8","0.0000021457672119140625","0.0000438531239827474","0.002631187438964844","0.006841691335042318","0.41050148010253906","6.357828776041668e-8","0.000003814697265625","0.000061798095703125","0.0037078857421875","0.46811074018478394","28.086644411087036","1.0723881204922994","64.34328722953796","a man wearing glasses and a grey sweater","0.58335","a young man wearing glasses and a turtle neck sweater","0.5781499999999999","a man in glasses is posing in front of a white wall","0.57035","a man in glasses is posing in front of a white wall","0.57035","a man in glasses is posing in front of a white wall","0.57035"
"PairedImageSets","finished","-","","","2026-03-29T22:56:04.000Z","64","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/109_hard.yaml","Children reading comic books","Children reading fairy tales","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.5463841120402019","32.78304672241211","0.016444385051727295","0.9866631031036376","0.2317931334177653","13.907588005065918","0.007526961962381998","0.4516177177429199","0.00004669030507405599","0.0028014183044433594","4.76837158203125e-8","0.00000286102294921875","0.000046753883361816405","0.0028052330017089844","0.0071054617563883465","0.4263277053833008","5.5631001790364584e-8","0.000003337860107421875","0.00006308158238728841","0.0037848949432373047","0.47316841284434","28.3901047706604","1.035996949672699","62.15981698036194","a group of children reading comic books in a store","0.8647","raising a reader how comics, graphic novels and graphic novels you love to read","0.8628","raising a reader how comics, graphic novels and graphic novels you love to read","0.8628","a boy is reading a comic book on his bed","0.8551","a boy is reading a comic book on his bed","0.8551"
"PairedImageSets","finished","-","","","2026-03-29T22:54:50.000Z","66","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/108_hard.yaml","Diesel trucks on a highway","Electric trucks on a highway","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0","0.5","0.5","0.5655372699101766","33.932236194610596","0.016789352893829344","1.0073611736297607","0.2283092220624288","13.698553323745728","0.007771146297454834","0.4662687778472901","0.00005014340082804362","0.003008604049682617","4.3710072835286455e-8","0.0000026226043701171875","0.000050191084543863935","0.003011465072631836","0.007854652404785157","0.4712791442871094","6.75519307454427e-8","0.0000040531158447265625","0.00006666978200276693","0.004000186920166016","0.4698202848434449","28.18921709060669","1.0521469473838807","63.12881684303284","this is a picture of a ford f 450 truck at a drag race","0.9255","this is a picture of a ford f 450 truck at a drag race","0.9255","a black ram truck is parked on the side of the road","0.8406","this is a picture of a red truck with flames on it","0.8299","this is a picture of a red truck with flames on it","0.8299"
"PairedImageSets","finished","-","","","2026-03-29T22:53:31.000Z","71","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/107_hard.yaml","Women wearing ankle boots","Women wearing knee-high boots","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0","0.5","0.5","0.6486273805300394","38.91764283180237","0.015256949265797933","0.915416955947876","0.2304311990737915","13.82587194442749","0.008153247833251952","0.4891948699951172","0.00007772445678710938","0.0046634674072265625","9.139378865559896e-8","0.0000054836273193359375","0.00007782379786173503","0.0046694278717041016","0.007244221369425456","0.43465328216552734","8.742014567057292e-8","0.000005245208740234375","0.000051752726236979166","0.00310516357421875","0.4856152097384135","29.13691258430481","1.1494995752970378","68.96997451782227","a woman is walking down the street in jeans and a black blazer","0.66345","a woman is walking down the street in jeans and a black blazer","0.66345","a woman wearing a pair of brown ankle boots and a pair of blue pants","0.64105","a woman wearing a pair of brown ankle boots and a pair of blue pants","0.64105","a woman wearing a pair of brown ankle boots and a pair of blue pants","0.64105"
"PairedImageSets","finished","-","","","2026-03-29T22:52:20.000Z","63","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/106_hard.yaml","Passenger planes in the sky","Cargo planes in the sky","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.4963804642359416","29.782827854156498","0.016123060385386148","0.967383623123169","0.23197498321533205","13.918498992919922","0.007670919100443522","0.4602551460266114","0.00004523197809855143","0.002713918685913086","4.3710072835286455e-8","0.0000026226043701171875","0.00004528363545735677","0.0027170181274414062","0.006743383407592773","0.4046030044555664","7.152557373046876e-8","0.000004291534423828125","0.00006040732065836589","0.003624439239501953","0.4761414647102356","28.568487882614136","0.9886450370152792","59.31870222091675","a passenger airplane flies through the clouds stock photos","0.8455","an airplane flies above the clouds stock photo","0.8367","an airplane flies above the clouds stock photo","0.8367","a white airplane flies above the clouds stock illustration","0.8361000000000001","an airplane flying in the blue sky with clouds stock photos","0.8336"
"PairedImageSets","finished","-","","","2026-03-29T22:51:03.000Z","69","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/105_hard.yaml","Men wearing fedoras","Men wearing baseball caps","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.6126632173856099","36.7597930431366","0.01594152847925822","0.9564917087554932","0.2341272711753845","14.047636270523071","0.006921788056691487","0.41530728340148926","0.000060288111368815106","0.0036172866821289062","8.742014567057292e-8","0.000005245208740234375","0.00006038347880045573","0.003623008728027344","0.00740280548731486","0.4441683292388916","7.947285970052084e-8","0.00000476837158203125","0.00005346934000651042","0.003208160400390625","0.4824395974477132","28.946375846862793","1.1110444029172262","66.66266417503357","a man wearing a brown fedora and a grey suit","0.9428","a man is wearing a straw fedora hat","0.9097","a man is wearing a straw fedora hat","0.9097","a man is wearing a straw fedora hat","0.9097","a man is wearing a straw fedora hat","0.9097"
"PairedImageSets","finished","-","","","2026-03-29T22:49:48.000Z","66","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/104_hard.yaml","People playing classical violin","People playing fiddle","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.5465153813362121","32.79092288017273","0.016974143187204995","1.0184485912322998","0.230805504322052","13.84833025932312","0.007687071959177653","0.4612243175506592","0.000049495697021484374","0.0029697418212890625","5.1657358805338543e-8","0.0000030994415283203125","0.00004955530166625976","0.002973318099975586","0.0070963740348815914","0.4257824420928955","5.960464477539064e-8","0.0000035762786865234375","0.00006893475850423177","0.004136085510253906","0.4734137217203776","28.404823303222656","1.0369032899538675","62.214197397232056","close up of a woman playing a violin in an orchestra stock photography","0.8724999999999999","two young women playing violin on black background stock photo image - image -","0.851","a man playing the violin in a dark room stock photo images","0.8415999999999999","a woman is playing a violin on a background of grunge","0.7942","close up of a woman playing a violin in an orchestra","0.7930999999999999"
"PairedImageSets","finished","-","","","2026-03-29T22:48:34.000Z","66","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/103_hard.yaml","Tennis shoes on a rack","Running shoes on a rack","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","0.5","0.5","0.5298784295717875","31.79270577430725","0.015494827429453533","0.929689645767212","0.23384533723195391","14.030720233917236","0.0068040132522583004","0.4082407951354981","0.00006115436553955078","0.003669261932373047","4.3710072835286455e-8","0.0000026226043701171875","0.00006120602289835611","0.003672361373901367","0.006888290246327718","0.4132974147796631","5.5631001790364584e-8","0.000003337860107421875","0.00005716880162556966","0.0034301280975341797","0.4846921602884928","29.08152961730957","1.0300654530525208","61.803927183151245","many pairs of sneakers are on display in a store","0.6009500000000001","many pairs of sneakers are on display in a store","0.6009500000000001","a shelf with a variety of sports shoes on it","0.54045","a shelf full of shoes with the word trainers on it","0.5239499999999999","a row of shoes on a shelf in a store","0.4965500000000001"
"PairedImageSets","finished","-","","","2026-03-29T22:47:20.000Z","66","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/102_hard.yaml","Oak trees in summer","Oak trees in autumn","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0.5","1","1","0.5825387597084045","34.95232558250427","0.014233386516571044","0.8540031909942627","0.23347479104995728","14.008487462997437","0.007423325379689535","0.44539952278137207","0.00004556576410929362","0.002733945846557617","4.3710072835286455e-8","0.0000026226043701171875","0.00004562139511108398","0.002737283706665039","0.007838185628255208","0.4702911376953125","6.357828776041668e-8","0.000003814697265625","0.00006020466486612956","0.0036122798919677734","0.4779389182726542","28.676335096359253","1.0747111042340596","64.48266625404358","an image of a green forest with trees and a blue sky","0.9556","an image of a green forest with trees and a blue sky","0.9556","a tree in the woods with green leaves","0.9096","a lone tree in the middle of a green field","0.8799","a lone tree in the middle of a green field","0.8799"
"PairedImageSets","finished","-","","","2026-03-29T22:46:09.000Z","63","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/101_hard.yaml","Butterflies with spotted wings","Butterflies with striped wings","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","0","0","0","0.4934388637542725","29.606331825256348","0.015534718831380207","0.9320831298828124","0.23142371972401937","13.885423183441162","0.0068466385205586755","0.4107983112335205","0.0000461737314860026","0.002770423889160156","8.742014567057292e-8","0.000005245208740234375","0.00004629294077555338","0.002777576446533203","0.007633014520009359","0.4579808712005615","6.357828776041668e-8","0.000003814697265625","0.00005403359731038411","0.003242015838623047","0.4821498831113179","28.928992986679077","0.9911235094070434","59.46741056442261","a brown butterfly is sitting on top of some green grass","0.59685","a brown and orange butterfly perched on a purple flower","0.5760500000000001","a brown butterfly is perched on a flower","0.5427500000000001","a brown butterfly is perched on a flower","0.5427500000000001","a black and brown butterfly rests on a wooden board","0.52925"
"PairedImageSets","finished","-","","","2026-03-29T22:44:51.000Z","70","","partial","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","partial","data/knowledge_banks/blip/pairedimagesets_captions.json","Captioner","blip","3","20","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/100_hard.yaml","Men wearing suits","Men wearing tuxedos","PairedImageSets","1","./data/datasets/pairedimagesets","false","Evaluator","gpt-4","5","partial","ViT-bigG-14","gaussian","cca","data/knowledge_banks/blip/agg_pairedimagesets_captions.json","InvDiff","CCDiff-PairedImageSets","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","1","1","1","0.6146894176801045","36.881365060806274","0.018072994550069173","1.0843796730041504","0.23249069849650064","13.94944190979004","0.006508159637451172","0.3904895782470703","0.00005735158920288086","0.0034410953521728516","1.0728836059570313e-7","0.0000064373016357421875","0.00005747079849243164","0.0034482479095458984","0.007383068402608235","0.44298410415649414","9.934107462565105e-8","0.0000059604644775390625","0.000050902366638183594","0.0030541419982910156","0.4740093946456909","28.440563678741455","1.1067718466122944","66.40631079673767","a man in a grey suit is posing","0.8324","a man in a grey pinstripe suit posing for a photo","0.8276","a man is posing in a suit and tie","0.8241999999999999","a man in a grey suit posing for a photo","0.8204999999999999","a man in a grey suit posing for a photo","0.8204999999999999"
