Name,Runtime,analysis,config,data.group1,data.group2,acc@1,acc@5,acc@N
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/97.yaml,helmet(people),helmet(ball),1.0,1.0,1.0
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/98.yaml,helmet(bike),helmet(ball),0.5,0.5,0.5
VisDiff-MetaShift,34,,configs/sweep_metashift_purity1.0_seed0/99.yaml,helmet(woman),helmet(ball),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/100.yaml,helmet(men),helmet(bench),0.0,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/101.yaml,grass(airplane),grass(zebras),0.5,1.0,1.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/102.yaml,grass(elephant),grass(sign),0.0,1.0,1.0
VisDiff-MetaShift,124,,configs/sweep_metashift_purity1.0_seed0/103.yaml,grass(bird),grass(woman),0.5,1.0,1.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/104.yaml,grass(trees),grass(fence),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/105.yaml,grass(men),grass(people),0.5,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/106.yaml,bike(tree),bike(wall),0.5,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/107.yaml,bike(sign),bike(basket),0.5,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/108.yaml,bike(mirror),bike(woman),0.0,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/109.yaml,bike(ground),bike(basket),0.0,0.0,0.0
VisDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/110.yaml,bike(basket),bike(fence),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/111.yaml,water(bowl),water(boat),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/112.yaml,water(wall),water(house),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/113.yaml,water(tower),water(birds),0.0,0.5,0.5
VisDiff-MetaShift,93,,configs/sweep_metashift_purity1.0_seed0/114.yaml,water(birds),water(child),0.5,1.0,1.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/115.yaml,water(person),water(paddle),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/116.yaml,man(bicycle),man(fruit),1.0,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/117.yaml,man(keyboard),man(paddle),0.0,1.0,1.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/118.yaml,man(ground),man(umpire),0.5,0.5,0.5
VisDiff-MetaShift,74,,configs/sweep_metashift_purity1.0_seed0/119.yaml,man(keyboard),man(glove),0.5,1.0,1.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/120.yaml,man(collar),man(clock),0.0,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/121.yaml,food(dish),food(lettuce),0.0,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/122.yaml,food(tray),food(box),0.5,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/123.yaml,food(bottle),food(table),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/124.yaml,food(pizza),food(cup),1.0,1.0,1.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/125.yaml,food(fork),food(onion),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/126.yaml,cake(candle),cake(icing),1.0,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/127.yaml,cake(man),cake(plate),1.0,1.0,1.0
VisDiff-MetaShift,94,,configs/sweep_metashift_purity1.0_seed0/128.yaml,cake(glasses),cake(candle),0.0,0.0,0.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/129.yaml,cake(table),cake(fork),0.5,0.5,0.5
VisDiff-MetaShift,74,,configs/sweep_metashift_purity1.0_seed0/130.yaml,cake(woman),cake(plate),1.0,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/131.yaml,faucet(cabinets),faucet(stove),0.0,0.0,0.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/132.yaml,faucet(cabinets),faucet(curtain),0.5,1.0,1.0
VisDiff-MetaShift,111,,configs/sweep_metashift_purity1.0_seed0/133.yaml,faucet(bowl),faucet(towel),0.0,0.0,0.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/134.yaml,faucet(cabinet),faucet(bottle),0.0,0.5,0.5
VisDiff-MetaShift,39,,configs/sweep_metashift_purity1.0_seed0/135.yaml,faucet(bowl),faucet(bottle),0.0,0.0,0.0
VisDiff-MetaShift,110,,configs/sweep_metashift_purity1.0_seed0/136.yaml,window(car),window(cabinets),0.5,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/137.yaml,window(woman),window(lamp),0.0,0.0,0.0
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/138.yaml,window(car),window(bottle),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/139.yaml,window(curtain),window(television),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/140.yaml,window(statue),window(blinds),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/141.yaml,sofa(wall),sofa(chair),0.0,0.0,0.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/142.yaml,sofa(lamp),sofa(chair),0.0,0.0,0.0
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/143.yaml,sofa(window),sofa(lamp),0.0,0.0,0.0
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/144.yaml,sofa(pillow),sofa(table),0.0,0.5,0.5
VisDiff-MetaShift,36,,configs/sweep_metashift_purity1.0_seed0/145.yaml,sofa(lamp),sofa(table),0.0,0.0,0.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/146.yaml,counter(tray),counter(coffee maker),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/147.yaml,counter(vase),counter(stove),1.0,1.0,1.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/148.yaml,counter(plate),counter(knife),0.0,0.5,0.5
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/149.yaml,counter(sink),counter(dishwasher),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/150.yaml,counter(drawer),counter(cabinets),0.0,0.5,0.5
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/151.yaml,cabinet(drawer),cabinet(dishwasher),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/152.yaml,cabinet(woman),cabinet(lamp),0.0,1.0,1.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/153.yaml,cabinet(bowl),cabinet(pot),1.0,1.0,1.0
VisDiff-MetaShift,90,,configs/sweep_metashift_purity1.0_seed0/154.yaml,cabinet(mirror),cabinet(drawer),1.0,1.0,1.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/155.yaml,cabinet(oven),cabinet(curtain),1.0,1.0,1.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/156.yaml,wall(laptop),wall(house),0.0,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/157.yaml,wall(speaker),wall(bike),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/158.yaml,wall(trees),wall(teddy bear),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/159.yaml,wall(picture),wall(bird),0.0,0.0,0.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/160.yaml,wall(laptop),wall(tree),0.5,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/161.yaml,sky(trees),sky(sheep),0.0,0.0,0.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/162.yaml,sky(tower),sky(umbrella),0.5,0.5,0.5
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/163.yaml,sky(pole),sky(umbrella),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/164.yaml,sky(airplane),sky(mountains),1.0,1.0,1.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/165.yaml,sky(car),sky(ground),0.5,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/166.yaml,bicycle(sign),bicycle(bus),0.0,0.0,0.0
VisDiff-MetaShift,94,,configs/sweep_metashift_purity1.0_seed0/167.yaml,bicycle(bus),bicycle(people),0.5,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/168.yaml,bicycle(pole),bicycle(wall),0.0,0.5,0.5
VisDiff-MetaShift,36,,configs/sweep_metashift_purity1.0_seed0/169.yaml,bicycle(bus),bicycle(wall),0.5,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/170.yaml,bicycle(fence),bicycle(person),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/171.yaml,fence(rope),fence(cone),0.0,0.0,0.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/172.yaml,fence(racket),fence(wall),0.0,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/173.yaml,fence(skateboard),fence(vehicle),0.0,0.5,0.5
VisDiff-MetaShift,97,,configs/sweep_metashift_purity1.0_seed0/174.yaml,fence(wall),fence(guy),0.0,0.0,0.0
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/175.yaml,fence(lady),fence(rope),0.0,0.0,0.0
VisDiff-MetaShift,126,,configs/sweep_metashift_purity1.0_seed0/176.yaml,rocks(fence),rocks(giraffe),0.0,0.0,0.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/177.yaml,rocks(fence),rocks(elephant),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/178.yaml,rocks(ground),rocks(zebra),0.0,0.0,0.0
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/179.yaml,rocks(man),rocks(giraffe),0.0,0.0,0.0
VisDiff-MetaShift,36,,configs/sweep_metashift_purity1.0_seed0/180.yaml,rocks(fence),rocks(zebra),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/181.yaml,car(parking meter),car(vehicle),1.0,1.0,1.0
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/182.yaml,car(dog),car(vehicle),0.0,1.0,1.0
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/183.yaml,car(parking meter),car(mirror),1.0,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/184.yaml,car(bicycle),car(fence),0.5,0.5,0.5
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/185.yaml,car(plate),car(boy),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/186.yaml,wire(fence),wire(wall),1.0,1.0,1.0
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/187.yaml,wire(pole),wire(wall),0.0,0.5,0.5
VisDiff-MetaShift,93,,configs/sweep_metashift_purity1.0_seed0/188.yaml,wire(sky),wire(fence),0.5,0.5,0.5
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/189.yaml,wire(pole),wire(table),0.0,0.5,0.5
VisDiff-MetaShift,33,,configs/sweep_metashift_purity1.0_seed0/190.yaml,wire(sky),wire(wall),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/191.yaml,sign(chair),sign(motorcycle),0.5,0.5,0.5
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/192.yaml,sign(building),sign(bike),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/193.yaml,sign(window),sign(truck),0.0,0.0,0.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/194.yaml,sign(building),sign(bus),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/195.yaml,sign(picture),sign(dog),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/196.yaml,guy(skateboard),guy(glasses),1.0,1.0,1.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/197.yaml,guy(shirt),guy(table),0.0,0.0,0.0
VisDiff-MetaShift,35,,configs/sweep_metashift_purity1.0_seed0/198.yaml,guy(shirt),guy(glasses),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/199.yaml,guy(ground),guy(fence),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/200.yaml,guy(person),guy(hat),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/201.yaml,camera(table),camera(pole),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/202.yaml,camera(mirror),camera(person),0.0,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/203.yaml,camera(people),camera(glasses),0.0,0.5,0.5
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/204.yaml,camera(helmet),camera(person),0.5,0.5,0.5
VisDiff-MetaShift,93,,configs/sweep_metashift_purity1.0_seed0/205.yaml,camera(fence),camera(table),0.0,0.0,0.0
VisDiff-MetaShift,111,,configs/sweep_metashift_purity1.0_seed0/206.yaml,mirror(toilet),mirror(glasses),0.5,0.5,0.5
